Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,RUUseType,VUDays,VTDays,TotalVAC,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4178,2,Detached House,1/02/2021,1/04/2021,1/04/2021,Community Housing,42,0,42,BAYSIDE ,Brisbane,Lytton
4350,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Community Housing,42,0,42,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4034,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Community Housing,43,0,43,CHERMSIDE ,Brisbane,Nudgee
4508,3,Detached House,1/03/2021,1/05/2021,1/05/2021,Community Housing,47,1,48,MORETON BAY ,Moreton Bay,Bancroft
4701,2,Duplex,1/05/2021,1/06/2021,1/06/2021,Community Housing,48,0,48,ROCKHAMPTON ,Rockhampton,Keppel
4032,2,Detached House,1/07/2020,1/08/2020,1/08/2020,Community Housing,53,0,53,CHERMSIDE ,Brisbane,Stafford
4510,4,Detached House,1/12/2020,1/02/2021,1/03/2021,Community Housing,56,23,79,MORETON BAY ,Moreton Bay,Morayfield
4350,3,Detached House,1/09/2020,1/11/2020,1/11/2020,Community Housing,64,0,64,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4108,2,Apartment,1/02/2021,1/05/2021,1/05/2021,Community Housing,74,0,74,BURANDA ,Brisbane,Toohey
4215,2,Duplex,1/12/2020,1/03/2021,1/03/2021,Community Housing,86,0,86,GOLD COAST ,Gold Coast,Southport
4034,4,Detached House,1/12/2020,1/04/2021,1/04/2021,Community Housing,104,7,111,CHERMSIDE ,Brisbane,Nudgee
4021,3,Detached House,1/01/2021,1/04/2021,1/05/2021,Community Housing,106,33,139,MORETON BAY ,Moreton Bay,Murrumba
4034,2,Apartment,1/01/2021,1/05/2021,1/05/2021,Community Housing,125,0,125,CHERMSIDE ,Brisbane,Nudgee
4817,3,Detached House,1/07/2020,1/01/2021,1/01/2021,Community Housing,203,0,203,TOWNSVILLE ,Townsville,Thuringowa
4810,2,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,0,0,0,TOWNSVILLE ,Townsville,Townsville
4428,2,Duplex,1/10/2020,1/10/2020,1/10/2020,Community Housing,0,0,0,TOOWOOMBA AND SOUTH WEST ,Maranoa,Warrego
4655,1,Cluster House,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,0,0,MARYBOROUGH ,Fraser Coast,Hervey Bay
4883,2,Duplex,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,CAIRNS ,Tablelands,Hill
4740,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Mackay
4740,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Mackay
4750,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Whitsunday
4740,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Whitsunday
4740,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Mackay
4740,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Mackay
4740,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,MACKAY ,Mackay,Whitsunday
4854,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Community Housing,0,0,0,CAIRNS ,Cassowary Coast,Hinchinbrook
4854,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Community Housing,0,0,0,CAIRNS ,Cassowary Coast,Hinchinbrook
4860,2,Dual Occupancy,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,CAIRNS ,Cassowary Coast,Hill
4880,2,Duplex,1/11/2020,1/11/2020,1/11/2020,Community Housing,0,0,0,CAIRNS ,Mareeba,Cook
4655,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Community Housing,0,0,0,MARYBOROUGH ,Fraser Coast,Hervey Bay
4670,3,Cluster House,1/01/2021,1/01/2021,1/01/2021,Community Housing,0,0,0,BUNDABERG ,Bundaberg,Bundaberg
4701,1,Room,1/08/2020,1/08/2020,1/08/2020,Community Housing,0,0,0,ROCKHAMPTON ,Rockhampton,Keppel
4151,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,0,0,BURANDA ,Brisbane,Greenslopes
4215,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,0,0,GOLD COAST ,Gold Coast,Bonney
4885,1,Cluster House,1/05/2021,1/05/2021,1/05/2021,Community Housing,0,0,0,CAIRNS ,Tablelands,Hill
4020,2,Apartment,1/05/2021,1/05/2021,1/05/2021,Community Housing,0,0,0,MORETON BAY ,Moreton Bay,Redcliffe
4860,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,0,0,0,CAIRNS ,Cassowary Coast,Hill
4020,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,0,0,MORETON BAY ,Moreton Bay,Redcliffe
4740,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,0,0,0,MACKAY ,Mackay,Mackay
4507,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Community Housing,0,0,0,MORETON BAY ,Moreton Bay,Pumicestone
4802,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Community Housing,0,2,2,MACKAY ,Whitsunday,Whitsunday
4870,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,2,2,CAIRNS ,Cairns,Cairns
4701,2,Apartment,1/10/2020,1/10/2020,1/10/2020,Community Housing,0,2,2,ROCKHAMPTON ,Rockhampton,Rockhampton
4858,2,Duplex,1/03/2021,1/03/2021,1/03/2021,Community Housing,0,3,3,CAIRNS ,Cassowary Coast,Hill
4802,2,Duplex,1/02/2021,1/02/2021,1/02/2021,Community Housing,0,4,4,MACKAY ,Whitsunday,Whitsunday
4878,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Community Housing,0,5,5,CAIRNS ,Cairns,Barron River
4650,1,Apartment,1/07/2020,1/07/2020,1/07/2020,Community Housing,0,6,6,MARYBOROUGH ,Fraser Coast,Maryborough
4880,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Community Housing,0,7,7,CAIRNS ,Mareeba,Cook
4854,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,7,7,CAIRNS ,Cassowary Coast,Hinchinbrook
4510,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Community Housing,0,7,7,MORETON BAY ,Moreton Bay,Morayfield
4701,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Community Housing,0,7,7,ROCKHAMPTON ,Rockhampton,Rockhampton
4871,1,Cluster House,1/07/2020,1/07/2020,1/07/2020,Community Housing,0,8,8,CAIRNS ,Mareeba,Cook
4670,2,Apartment,1/02/2021,1/02/2021,1/03/2021,Community Housing,0,8,8,BUNDABERG ,Bundaberg,Bundaberg
4870,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Community Housing,0,8,8,CAIRNS ,Cairns,Cairns
4034,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,0,8,8,CHERMSIDE ,Brisbane,Nudgee
4870,2,Townhouse,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,10,10,CAIRNS ,Cairns,Cairns
4870,3,Townhouse,1/07/2020,1/07/2020,1/07/2020,Community Housing,0,10,10,CAIRNS ,Cairns,Cairns
4860,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,0,11,11,CAIRNS ,Cassowary Coast,Hill
4700,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Community Housing,0,11,11,ROCKHAMPTON ,Rockhampton,Rockhampton
4869,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,0,11,11,CAIRNS ,Cairns,Mulgrave
4877,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,0,12,12,CAIRNS ,Douglas,Cook
4350,1,Room,1/04/2021,1/04/2021,1/05/2021,Community Housing,0,12,12,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4701,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Community Housing,0,12,12,ROCKHAMPTON ,Rockhampton,Rockhampton
4880,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Community Housing,0,13,13,CAIRNS ,Mareeba,Cook
4870,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,0,13,13,CAIRNS ,Cairns,Cairns
4510,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,0,13,13,MORETON BAY ,Moreton Bay,Morayfield
4854,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,14,14,CAIRNS ,Cassowary Coast,Hinchinbrook
4740,1,Apartment,1/05/2021,1/05/2021,1/05/2021,Community Housing,0,14,14,MACKAY ,Mackay,Mackay
4870,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Community Housing,0,15,15,CAIRNS ,Cairns,Cairns
4880,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Community Housing,0,16,16,CAIRNS ,Mareeba,Cook
4860,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Community Housing,0,16,16,CAIRNS ,Cassowary Coast,Hill
4870,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Community Housing,0,17,17,CAIRNS ,Cairns,Cairns
4877,1,Apartment,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,18,18,CAIRNS ,Douglas,Cook
4877,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Community Housing,0,19,19,CAIRNS ,Douglas,Cook
4885,1,Cluster House,1/05/2021,1/05/2021,1/06/2021,Community Housing,0,19,19,CAIRNS ,Tablelands,Hill
4869,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,0,20,20,CAIRNS ,Cairns,Mulgrave
4883,2,Duplex,1/10/2020,1/10/2020,1/11/2020,Community Housing,0,20,20,CAIRNS ,Tablelands,Hill
4880,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,0,21,21,CAIRNS ,Mareeba,Cook
4871,1,Cluster House,1/09/2020,1/09/2020,1/10/2020,Community Housing,0,21,21,CAIRNS ,Mareeba,Cook
4870,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Community Housing,0,21,21,CAIRNS ,Cairns,Cairns
4670,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,0,21,21,BUNDABERG ,Bundaberg,Bundaberg
4870,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Community Housing,0,21,21,CAIRNS ,Cairns,Cairns
4350,2,Apartment,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,23,23,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4870,1,Apartment,1/09/2020,1/09/2020,1/10/2020,Community Housing,0,23,23,CAIRNS ,Cairns,Cairns
4885,1,Cluster House,1/10/2020,1/10/2020,1/11/2020,Community Housing,0,23,23,CAIRNS ,Tablelands,Hill
4870,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,24,24,CAIRNS ,Cairns,Cairns
4503,2,Townhouse,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,24,24,MORETON BAY ,Moreton Bay,Murrumba
4510,2,Apartment,1/10/2020,1/10/2020,1/11/2020,Community Housing,0,25,25,MORETON BAY ,Moreton Bay,Morayfield
4860,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,0,25,25,CAIRNS ,Cassowary Coast,Hill
4860,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,28,28,CAIRNS ,Cassowary Coast,Hill
4020,1,Apartment,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,28,28,MORETON BAY ,Moreton Bay,Redcliffe
4812,2,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,0,28,28,TOWNSVILLE ,Townsville,Townsville
4870,2,Townhouse,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,28,28,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Community Housing,0,28,28,CAIRNS ,Cairns,Cairns
4881,1,Duplex,1/09/2020,1/09/2020,1/10/2020,Community Housing,0,28,28,CAIRNS ,Mareeba,Barron River
4870,2,Townhouse,1/10/2020,1/10/2020,1/11/2020,Community Housing,0,29,29,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/09/2020,1/09/2020,1/10/2020,Community Housing,0,29,29,CAIRNS ,Cairns,Cairns
4870,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,0,29,29,CAIRNS ,Cairns,Cairns
4870,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,0,29,29,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,0,31,31,CAIRNS ,Cairns,Cairns
4421,2,Apartment,1/04/2021,1/04/2021,1/06/2021,Community Housing,0,34,34,TOOWOOMBA AND SOUTH WEST ,Western Downs,Warrego
4650,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Community Housing,0,35,35,MARYBOROUGH ,Fraser Coast,Maryborough
4870,2,Townhouse,1/11/2020,1/11/2020,1/12/2020,Community Housing,0,36,36,CAIRNS ,Cairns,Cairns
4868,4,Detached House,1/07/2020,1/07/2020,1/09/2020,Community Housing,0,36,36,CAIRNS ,Cairns,Mulgrave
4860,1,Apartment,1/09/2020,1/09/2020,1/11/2020,Community Housing,0,37,37,CAIRNS ,Cassowary Coast,Hill
4870,3,Townhouse,1/06/2020,1/06/2020,1/08/2020,Community Housing,0,37,37,CAIRNS ,Cairns,Cairns
4860,2,Apartment,1/11/2020,1/11/2020,1/01/2021,Community Housing,0,40,40,CAIRNS ,Cassowary Coast,Hill
4020,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,41,41,MORETON BAY ,Moreton Bay,Redcliffe
4350,1,Apartment,1/09/2020,1/09/2020,1/11/2020,Community Housing,0,41,41,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4869,2,Apartment,1/06/2020,1/06/2020,1/07/2020,Community Housing,0,43,43,CAIRNS ,Cairns,Mulgrave
4870,2,Apartment,1/10/2020,1/10/2020,1/11/2020,Community Housing,0,45,45,CAIRNS ,Cairns,Cairns
4870,4,Detached House,1/08/2020,1/08/2020,1/09/2020,Community Housing,0,47,47,CAIRNS ,Cairns,Cairns
4873,1,Apartment,1/11/2020,1/11/2020,1/01/2021,Community Housing,0,48,48,CAIRNS ,Douglas,Cook
4873,1,Apartment,1/06/2020,1/06/2020,1/08/2020,Community Housing,0,48,48,CAIRNS ,Douglas,Cook
4870,2,Townhouse,1/02/2021,1/02/2021,1/04/2021,Community Housing,0,48,48,CAIRNS ,Cairns,Cairns
4872,1,Duplex,1/07/2020,1/07/2020,1/08/2020,Community Housing,0,49,49,CAIRNS ,Mareeba,Hill
4870,2,Apartment,1/04/2021,1/04/2021,1/06/2021,Community Housing,0,51,51,CAIRNS ,Cairns,Cairns
4870,2,Apartment,1/03/2021,1/03/2021,1/05/2021,Community Housing,0,51,51,CAIRNS ,Cairns,Cairns
4860,2,Apartment,1/12/2020,1/12/2020,1/02/2021,Community Housing,0,56,56,CAIRNS ,Cassowary Coast,Hill
4861,1,Apartment,1/01/2021,1/01/2021,1/03/2021,Community Housing,0,63,63,CAIRNS ,Cairns,Hill
4860,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,0,64,64,CAIRNS ,Cassowary Coast,Hill
4880,1,Apartment,1/03/2021,1/03/2021,1/05/2021,Community Housing,0,68,68,CAIRNS ,Mareeba,Cook
4455,3,Detached House,1/01/2021,1/01/2021,1/03/2021,Community Housing,0,69,69,TOOWOOMBA AND SOUTH WEST ,Maranoa,Warrego
4877,1,Apartment,1/01/2021,1/01/2021,1/04/2021,Community Housing,0,71,71,CAIRNS ,Douglas,Cook
4350,2,Apartment,1/04/2020,1/04/2020,1/07/2020,Community Housing,0,72,72,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4720,2,Duplex,1/01/2021,1/01/2021,1/04/2021,Community Housing,0,76,76,EMERALD ,Central Highlands,Gregory
4870,2,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,0,85,85,CAIRNS ,Cairns,Cairns
4861,1,Apartment,1/07/2020,1/07/2020,1/10/2020,Community Housing,0,106,106,CAIRNS ,Cairns,Hill
4870,2,Townhouse,1/10/2020,1/10/2020,1/02/2021,Community Housing,0,134,134,CAIRNS ,Cairns,Cairns
4350,1,Room,1/12/2020,1/12/2020,1/06/2021,Community Housing,0,205,205,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4720,2,Apartment,1/08/2019,1/08/2019,1/09/2020,Community Housing,0,404,404,EMERALD ,Central Highlands,Gregory
4743,3,Detached House,1/12/2020,1/12/2020,1/12/2020,Community Housing,0,0,0,MACKAY ,Isaac,Burdekin
4655,2,Cluster House,1/05/2021,1/05/2021,1/05/2021,Community Housing,0,0,0,MARYBOROUGH ,Fraser Coast,Hervey Bay
4650,3,Detached House,1/01/2021,1/01/2021,1/01/2021,Community Housing,1,0,1,MARYBOROUGH ,Fraser Coast,Maryborough
4802,2,Duplex,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,0,1,MACKAY ,Whitsunday,Whitsunday
4670,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Community Housing,1,3,4,BUNDABERG ,Bundaberg,Bundaberg
4740,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Community Housing,1,6,7,MACKAY ,Mackay,Mackay
4510,3,Cluster House,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,6,7,MORETON BAY ,Moreton Bay,Morayfield
4802,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Community Housing,1,7,8,MACKAY ,Whitsunday,Whitsunday
4802,3,Apartment,1/02/2021,1/02/2021,1/02/2021,Community Housing,1,8,9,MACKAY ,Whitsunday,Whitsunday
4650,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Community Housing,1,9,10,MARYBOROUGH ,Fraser Coast,Maryborough
4740,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,1,14,15,MACKAY ,Mackay,Mackay
4740,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Community Housing,1,20,21,MACKAY ,Mackay,Mackay
4870,3,Townhouse,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,35,36,CAIRNS ,Cairns,Cairns
4740,2,Apartment,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,0,1,MACKAY ,Mackay,Mackay
4159,2,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,1,0,1,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4215,2,Apartment,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,0,1,GOLD COAST ,Gold Coast,Southport
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4163,2,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,1,0,1,BAYSIDE ,Redland,Oodgeroo
4105,2,Apartment,1/07/2020,1/07/2020,1/07/2020,Community Housing,1,0,1,BURANDA ,Brisbane,Toohey
4159,2,Apartment,1/02/2021,1/02/2021,1/02/2021,Community Housing,1,0,1,BAYSIDE ,Redland,Capalaba
4895,1,Cluster House,1/01/2021,1/01/2021,1/01/2021,Community Housing,1,0,1,CAIRNS ,Cook,Cook
4021,1,Room,1/07/2020,1/07/2020,1/07/2020,Community Housing,1,0,1,MORETON BAY ,Moreton Bay,Redcliffe
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,0,1,CAIRNS ,Cairns,Cairns
4214,1,Room,1/06/2021,1/06/2021,1/06/2021,Community Housing,1,0,1,GOLD COAST ,Gold Coast,Bonney
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,1,2,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,1,2,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,1,2,CAIRNS ,Cairns,Cairns
4022,3,Cluster House,1/11/2020,1/11/2020,1/11/2020,Community Housing,1,3,4,MORETON BAY ,Moreton Bay,Bancroft
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,4,5,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,5,6,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,5,6,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,5,6,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,6,7,CAIRNS ,Cairns,Cairns
4159,2,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,1,7,8,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,7,8,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,7,8,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,7,8,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,8,9,CAIRNS ,Cairns,Cairns
4152,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Community Housing,1,12,13,BURANDA ,Brisbane,Chatsworth
4122,2,Apartment,1/04/2021,1/04/2021,1/04/2021,Community Housing,1,12,13,BURANDA ,Brisbane,Mansfield
4670,2,Apartment,1/03/2021,1/03/2021,1/03/2021,Community Housing,1,13,14,BUNDABERG ,Bundaberg,Bundaberg
4160,2,Apartment,1/02/2021,1/02/2021,1/02/2021,Community Housing,1,13,14,BAYSIDE ,Redland,Oodgeroo
4163,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,15,16,BAYSIDE ,Redland,Oodgeroo
4165,2,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,21,22,BAYSIDE ,Redland,Redlands
4455,3,Detached House,1/08/2020,1/08/2020,1/09/2020,Community Housing,1,22,23,TOOWOOMBA AND SOUTH WEST ,Maranoa,Warrego
4022,3,Cluster House,1/02/2021,1/02/2021,1/03/2021,Community Housing,1,22,23,MORETON BAY ,Moreton Bay,Bancroft
4700,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Community Housing,1,26,27,ROCKHAMPTON ,Rockhampton,Rockhampton
4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,27,28,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,27,28,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,27,28,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,27,28,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,28,29,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Community Housing,1,29,30,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,29,30,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,30,31,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,30,31,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,30,31,CAIRNS ,Cairns,Cairns
4161,2,Cluster House,1/09/2020,1/09/2020,1/10/2020,Community Housing,1,32,33,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,41,42,CAIRNS ,Cairns,Cairns
4102,1,Apartment,1/07/2020,1/07/2020,1/09/2020,Community Housing,1,44,45,BURANDA ,Brisbane,South Brisbane
4870,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Community Housing,1,47,48,CAIRNS ,Cairns,Cairns
4157,2,Apartment,1/03/2021,1/03/2021,1/05/2021,Community Housing,1,63,64,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/03/2021,1/03/2021,1/05/2021,Community Housing,1,63,64,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/04/2021,1/04/2021,1/06/2021,Community Housing,1,64,65,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,84,85,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,85,86,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,86,87,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,88,89,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,92,93,CAIRNS ,Cairns,Cairns
4870,1,Apartment,1/03/2021,1/03/2021,1/06/2021,Community Housing,1,98,99,CAIRNS ,Cairns,Cairns
4350,1,Room,1/05/2020,1/05/2020,1/09/2020,Community Housing,1,118,119,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4743,3,Detached House,1/12/2020,1/12/2020,1/04/2021,Community Housing,1,121,122,MACKAY ,Isaac,Burdekin
4455,2,Dual Occupancy,1/07/2020,1/07/2020,1/04/2021,Community Housing,1,277,278,TOOWOOMBA AND SOUTH WEST ,Maranoa,Warrego
4895,1,Cluster House,1/03/2020,1/03/2020,1/04/2021,Community Housing,1,404,405,CAIRNS ,Cook,Cook
4370,1,Apartment,1/02/2019,1/02/2019,1/12/2020,Community Housing,1,662,663,TOOWOOMBA AND SOUTH WEST ,Southern Downs,Southern Downs
4740,1,Apartment,1/06/2019,1/06/2019,1/04/2021,Community Housing,1,663,664,MACKAY ,Mackay,Mackay
4802,3,Apartment,1/11/2020,1/11/2020,1/11/2020,Community Housing,1,1,2,MACKAY ,Whitsunday,Whitsunday
4850,4,Detached House,1/08/2020,1/08/2020,1/08/2020,Community Housing,1,1,2,TOWNSVILLE ,Hinchinbrook,Hinchinbrook
4880,2,Townhouse,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,1,2,CAIRNS ,Mareeba,Cook
4880,2,Townhouse,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,1,2,CAIRNS ,Mareeba,Cook
4880,2,Townhouse,1/12/2020,1/12/2020,1/12/2020,Community Housing,1,1,2,CAIRNS ,Mareeba,Cook
