Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,RUUseType,VUDays,VTDays,TotalVAC,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4550,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,4,5,MAROOCHYDORE ,Sunshine Coast,Caloundra
4131,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,4,5,LOGAN ,Logan,Waterford
4560,2,Townhouse,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,4,5,MAROOCHYDORE ,Sunshine Coast,Nicklin
4814,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,4,5,TOWNSVILLE ,Townsville,Mundingburra
4300,2,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,4,5,IPSWICH ,Ipswich,Bundamba
4170,2,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,5,6,BURANDA ,Brisbane,Bulimba
4110,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,INALA ,Brisbane,Algester
4077,2,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,INALA ,Brisbane,Inala
4110,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,5,6,INALA ,Brisbane,Algester
4110,4,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,INALA ,Brisbane,Algester
4077,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,5,6,INALA ,Brisbane,Inala
4053,3,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,5,6,CHERMSIDE ,Brisbane,Stafford
4110,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,1,5,6,INALA ,Brisbane,Algester
4051,1,Apartment,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,5,6,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4101,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,5,6,FORTITUDE VALLEY ,Brisbane,South Brisbane
4170,2,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,1,5,6,BURANDA ,Brisbane,Bulimba
4170,1,Room,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,5,6,BURANDA ,Brisbane,Bulimba
4122,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,BURANDA ,Brisbane,Mansfield
4034,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,CHERMSIDE ,Brisbane,Nudgee
4030,2,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,5,6,FORTITUDE VALLEY ,Brisbane,Clayfield
4178,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,5,6,BAYSIDE ,Brisbane,Lytton
4205,3,Room,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,5,6,LOGAN ,Logan,Waterford
4300,2,Townhouse,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,5,6,IPSWICH ,Ipswich,Bundamba
4207,3,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,5,6,LOGAN ,Logan,Macalister
4510,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Morayfield
4157,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,5,6,BAYSIDE ,Redland,Capalaba
4869,5,Detached House,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,5,6,CAIRNS ,Cairns,Mulgrave
4680,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,GLADSTONE ,Gladstone,Gladstone
4503,3,Detached House,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Murrumba
4501,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Kurwongbah
4341,3,Detached House,1/01/2021,1/01/2021,1/02/2021,Public Housing,1,5,6,IPSWICH ,Lockyer Valley,Lockyer
4129,2,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,5,6,LOGAN ,Logan,Waterford
4740,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,5,6,MACKAY ,Mackay,Mackay
4132,3,Detached House,1/10/2020,1/10/2020,1/11/2020,Public Housing,1,5,6,LOGAN ,Logan,Woodridge
4132,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,5,6,LOGAN ,Logan,Woodridge
4021,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Redcliffe
4215,1,Room,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,5,6,GOLD COAST ,Gold Coast,Bonney
4680,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,GLADSTONE ,Gladstone,Gladstone
4814,2,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,TOWNSVILLE ,Townsville,Townsville
4812,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,5,6,TOWNSVILLE ,Townsville,Townsville
4350,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,1,5,6,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4132,4,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,5,6,LOGAN ,Logan,Woodridge
4114,3,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,5,6,LOGAN ,Logan,Woodridge
4114,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,5,6,LOGAN ,Logan,Woodridge
4703,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,5,6,ROCKHAMPTON ,Livingstone,Keppel
4680,2,Apartment,1/07/2020,1/07/2020,1/08/2020,Public Housing,1,5,6,GLADSTONE ,Gladstone,Gladstone
4019,2,Townhouse,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Redcliffe
4740,2,Room,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,5,6,MACKAY ,Mackay,Whitsunday
4122,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,5,6,BURANDA ,Brisbane,Mansfield
4034,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,5,6,CHERMSIDE ,Brisbane,Nudgee
4034,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,1,5,6,CHERMSIDE ,Brisbane,Nudgee
4021,1,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Redcliffe
4019,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Redcliffe
4020,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,5,6,MORETON BAY ,Moreton Bay,Redcliffe
4207,5,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,5,6,LOGAN ,Logan,Logan
4032,3,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,1,6,7,CHERMSIDE ,Brisbane,Stafford
4034,2,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,6,7,CHERMSIDE ,Brisbane,Nudgee
4077,2,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,6,7,INALA ,Brisbane,Inala
4152,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,BURANDA ,Brisbane,Chatsworth
4077,2,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,6,7,INALA ,Brisbane,Inala
4077,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,INALA ,Brisbane,Inala
4122,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,BURANDA ,Brisbane,Mansfield
4077,3,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,6,7,INALA ,Brisbane,Inala
4034,3,Townhouse,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,6,7,CHERMSIDE ,Brisbane,Nudgee
4178,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,BAYSIDE ,Brisbane,Lytton
4169,1,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,6,7,FORTITUDE VALLEY ,Brisbane,South Brisbane
4300,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Bundamba
4207,5,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,6,7,LOGAN ,Logan,Macalister
4124,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,LOGAN ,Logan,Logan
4118,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,LOGAN ,Logan,Woodridge
4118,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,6,7,LOGAN ,Logan,Woodridge
4157,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,1,6,7,BAYSIDE ,Redland,Capalaba
4163,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,BAYSIDE ,Redland,Oodgeroo
4163,2,Townhouse,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,6,7,BAYSIDE ,Redland,Oodgeroo
4878,3,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,6,7,CAIRNS ,Cairns,Barron River
4870,4,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,CAIRNS ,Cairns,Barron River
4870,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,6,7,CAIRNS ,Cairns,Cairns
4508,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Bancroft
4343,4,Detached House,1/09/2020,1/09/2020,1/10/2020,Public Housing,1,6,7,IPSWICH ,Lockyer Valley,Lockyer
4343,3,Duplex,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,6,7,IPSWICH ,Lockyer Valley,Lockyer
4300,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Bundamba
4300,2,Duplex,1/10/2020,1/10/2020,1/11/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Bundamba
4680,2,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,6,7,GLADSTONE ,Gladstone,Gladstone
4305,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Ipswich
4304,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,6,7,IPSWICH ,Ipswich,Ipswich
4825,5,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,MOUNT ISA ,Mount Isa,Traeger
4501,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Kurwongbah
4131,3,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,6,7,LOGAN ,Logan,Waterford
4131,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,6,7,LOGAN ,Logan,Waterford
4132,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,LOGAN ,Logan,Woodridge
4506,2,Duplex,1/08/2020,1/08/2020,1/09/2020,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Morayfield
4655,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,MARYBOROUGH ,Fraser Coast,Hervey Bay
4221,2,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,6,7,GOLD COAST ,Gold Coast,Burleigh
4305,3,Cluster House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Ipswich
4022,2,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Murrumba
4700,1,Apartment,1/07/2020,1/07/2020,1/08/2020,Public Housing,1,6,7,ROCKHAMPTON ,Rockhampton,Rockhampton
4127,3,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,1,6,7,LOGAN ,Logan,Waterford
4127,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,6,7,LOGAN ,Logan,Waterford
4114,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,6,7,LOGAN ,Logan,Woodridge
4151,2,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,BURANDA ,Brisbane,Greenslopes
4305,2,Cluster House,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,6,7,IPSWICH ,Ipswich,Ipswich West
4305,2,Duplex,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,IPSWICH ,Ipswich,Ipswich
4225,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,6,7,GOLD COAST ,Gold Coast,Currumbin
4121,2,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,6,7,BURANDA ,Brisbane,Greenslopes
4815,4,Detached House,1/01/2021,1/01/2021,1/02/2021,Public Housing,1,6,7,TOWNSVILLE ,Townsville,Thuringowa
4215,1,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,6,7,GOLD COAST ,Gold Coast,Southport
4075,1,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,6,7,INALA ,Brisbane,Mount Ommaney
4021,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Redcliffe
4700,1,Apartment,1/06/2020,1/06/2020,1/07/2020,Public Housing,1,6,7,ROCKHAMPTON ,Rockhampton,Rockhampton
4502,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Kurwongbah
4019,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Redcliffe
4019,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,6,7,MORETON BAY ,Moreton Bay,Redcliffe
4010,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4010,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4010,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4010,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4152,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,1,6,7,BURANDA ,Brisbane,Chatsworth
4304,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,1,6,7,IPSWICH ,Ipswich,Bundamba
4207,4,Detached House,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,6,7,LOGAN ,Logan,Macalister
4207,4,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,6,7,LOGAN ,Logan,Logan
4883,2,Duplex,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,CAIRNS ,Tablelands,Hill
4807,3,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,TOWNSVILLE ,Burdekin,Burdekin
4053,4,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,7,8,CHERMSIDE ,Brisbane,Stafford
4121,2,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,7,8,BURANDA ,Brisbane,Greenslopes
4122,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,BURANDA ,Brisbane,Mansfield
4077,2,Townhouse,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,7,8,INALA ,Brisbane,Inala
4077,3,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,INALA ,Brisbane,Inala
4104,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,BURANDA ,Brisbane,Miller
4034,2,Townhouse,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,CHERMSIDE ,Brisbane,Nudgee
4110,4,Cluster House,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,INALA ,Brisbane,Algester
4170,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,BURANDA ,Brisbane,Bulimba
4169,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,FORTITUDE VALLEY ,Brisbane,South Brisbane
4051,2,Townhouse,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,FORTITUDE VALLEY ,Brisbane,Stafford
4205,2,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,LOGAN ,Logan,Waterford
4300,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Bundamba
4207,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4510,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Morayfield
4157,2,Townhouse,1/10/2020,1/10/2020,1/11/2020,Public Housing,1,7,8,BAYSIDE ,Redland,Capalaba
4078,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,INALA ,Brisbane,Inala
4680,1,Apartment,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,GLADSTONE ,Gladstone,Gladstone
4300,3,Detached House,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Jordan
4865,2,Townhouse,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,CAIRNS ,Cairns,Mulgrave
4212,3,Detached House,1/09/2020,1/09/2020,1/10/2020,Public Housing,1,7,8,GOLD COAST ,Gold Coast,Theodore
4860,4,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,1,7,8,CAIRNS ,Cassowary Coast,Hill
4305,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich West
4305,3,Detached House,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich
4503,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Murrumba
4127,4,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,LOGAN ,Logan,Waterford
4114,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,LOGAN ,Logan,Woodridge
4740,1,Townhouse,1/06/2020,1/06/2020,1/07/2020,Public Housing,1,7,8,MACKAY ,Mackay,Mackay
4740,2,Room,1/02/2021,1/02/2021,1/03/2021,Public Housing,1,7,8,MACKAY ,Mackay,Mackay
4506,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Morayfield
4019,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Redcliffe
4701,2,Townhouse,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,7,8,ROCKHAMPTON ,Rockhampton,Rockhampton
4701,3,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,7,8,ROCKHAMPTON ,Rockhampton,Keppel
4303,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Bundamba
4303,2,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Bundamba
4127,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,LOGAN ,Logan,Waterford
4215,1,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,GOLD COAST ,Gold Coast,Southport
4680,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,GLADSTONE ,Gladstone,Gladstone
4814,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Mundingburra
4815,3,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Thuringowa
4814,2,Cluster House,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Mundingburra
4814,2,Cluster House,1/01/2021,1/01/2021,1/01/2021,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Mundingburra
4810,2,Cluster House,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Townsville
4350,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,7,8,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4350,2,Townhouse,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4350,2,Apartment,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4114,2,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,1,7,8,LOGAN ,Logan,Woodridge
4075,2,Apartment,1/02/2021,1/02/2021,1/02/2021,Public Housing,1,7,8,INALA ,Brisbane,Mount Ommaney
4558,1,Apartment,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4034,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,1,7,8,CHERMSIDE ,Brisbane,Nudgee
4350,4,Detached House,1/09/2020,1/09/2020,1/10/2020,Public Housing,1,7,8,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4305,2,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich West
4215,1,Room,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,GOLD COAST ,Gold Coast,Southport
4730,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,EMERALD ,Longreach,Gregory
4730,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,EMERALD ,Longreach,Gregory
4730,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,EMERALD ,Longreach,Gregory
4800,2,Dual Occupancy,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,7,8,MACKAY ,Whitsunday,Whitsunday
4215,2,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,1,7,8,GOLD COAST ,Gold Coast,Southport
4817,1,Apartment,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Thuringowa
4034,2,Apartment,1/09/2020,1/09/2020,1/10/2020,Public Housing,1,7,8,CHERMSIDE ,Brisbane,Nudgee
4034,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Public Housing,1,7,8,CHERMSIDE ,Brisbane,Nudgee
4305,3,Duplex,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich
4021,1,Apartment,1/07/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Redcliffe
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4207,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4207,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4207,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4207,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4207,2,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,LOGAN ,Logan,Macalister
4019,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,Public Housing,1,7,8,MORETON BAY ,Moreton Bay,Redcliffe
4010,1,Apartment,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,7,8,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4304,2,Apartment,1/09/2020,1/09/2020,1/10/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich
4305,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich
4305,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,1,7,8,IPSWICH ,Ipswich,Ipswich
4301,5,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,IPSWICH ,Ipswich,Bundamba
4207,5,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,1,7,8,LOGAN ,Logan,Logan
4550,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Caloundra
4550,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,Public Housing,1,7,8,MAROOCHYDORE ,Sunshine Coast,Caloundra
4131,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,LOGAN ,Logan,Waterford
4131,1,Apartment,1/03/2021,1/03/2021,1/03/2021,Public Housing,1,7,8,LOGAN ,Logan,Waterford
4814,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,7,8,TOWNSVILLE ,Townsville,Mundingburra
4566,4,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,1,7,8,MAROOCHYDORE ,Noosa,Noosa
4173,4,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,1,7,8,BAYSIDE ,Brisbane,Chatsworth
4214,3,Detached House,1/12/2020,1/12/2020,1/12/2020,Public Housing,1,8,9,GOLD COAST ,Gold Coast,Bonney
4121,2,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,1,8,9,BURANDA ,Brisbane,Greenslopes
4077,2,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,1,8,9,INALA ,Brisbane,Inala
4051,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,1,8,9,FORTITUDE VALLEY ,Brisbane,Everton
